super_book_title,super_book_code,high_level_keyword,parisian_keyword
[Jacobson],spbk0003262,pk114,Undetermined
[Généalogie des rois],spbk0003264,pk082,Jurisprudence
Lettres de Madame la Comtesse de La Rivière à Madame la baronne de Neufpont,spbk0003269,pk015,Belles-Lettres
Histoire des Révolutions de l'isle de Corse,spbk0003270,pk036,Histoire
[Recueil de tragédies de Voltaire],spbk0003273,pk015,Belles-Lettres
[Supplément et additions à l'art de peinture],spbk0003277,pk105,Science et Arts
Mélanges de poésies fugitives,spbk0003278,pk015,Belles-Lettres
Carte de la principauté de Neuchatel et de Vallangin en Suisse,spbk0003285,pk036,Histoire
Werkstäte der heutigen Künste oder die neue Kunsthistorie,spbk0003286,pk105,Science et Arts
Art du tanneur,spbk0003288,pk105,Science et Arts
Amour (l') vainqueur du vice,spbk0003290,pk015,Belles-Lettres
Essai général de tactique,spbk0003292,pk105,Science et Arts
Messias (Der),spbk0003293,pk015,Belles-Lettres
Opere Burlesche,spbk0003295,pk015,Belles-Lettres
[Dictionnaire de la grammaire françoise],spbk0003297,pk015,Belles-Lettres
Voyage fait par ordre du Roi en 1768 et 1769,spbk0003298,pk036,Histoire
Gazette universelle de littérature ou Gazette des Deux-Ponts [1774 & 1775],spbk0003299,pk015,Belles-Lettres
Ueber die Schwärmerey unserer Zeitung,spbk0003302,pk106,Théologie
"Homme (de l'), ou Des principes et des loix de l'influence de l'âme sur le corps et du corps sur l'âme",spbk0003304,pk105,Science et Arts
Teutsche Merkur (Der),spbk0003305,pk015,Belles-Lettres
[Postillons de Bale],spbk0003306,pk114,Undetermined
Cours de philosophie,spbk0003307,pk105,Science et Arts
[Géographie par Ostervald],spbk0003309,pk036,Histoire
Essai analytique sur les facultés de l'âme,spbk0003310,pk105,Science et Arts
Storeck Justature?,spbk0003311,NA,NA
Dictionnaire philosophique,spbk0003312,pk105,Science et Arts
[Morhieu],spbk0003318,pk114,Undetermined
Discours sur les plaisirs de l'imagination,spbk0003328,pk105,Science et Arts
[Traité des eaux/De l'eau],spbk0003329,pk114,Undetermined
Vie et aventures de sens commun,spbk0003333,pk015,Belles-Lettres
Lectures pour les enfans,spbk0003339,pk015,Belles-Lettres
"Isaaci Newtoni Opuscula mathematica, philosophica et philologica",spbk0003340,pk015,Belles-Lettres
Systême social,spbk0003341,pk105,Science et Arts
Elémens de la morale universelle,spbk0003342,pk105,Science et Arts
Sermons pour les fêtes,spbk0003343,pk106,Théologie
Science (la) et l'art de l'equitation,spbk0003344,pk105,Science et Arts
Education (de l') des princes destinés au trône,spbk0003345,pk105,Science et Arts
"Histoire d'Hypolite, comte de Duglas",spbk0003348,pk015,Belles-Lettres
Réflexions et maximes morales de M. le duc de La Rochefoucault,spbk0003349,pk105,Science et Arts
"Mémoires sur l'éducation, la vie, les ouvrages et le caractère de feu Monsieur Gab. de Seigneux, de Correvon",spbk0003350,pk036,Histoire
Hermanni Boerhaave libellus de materia medica et remediorum formulis,spbk0003353,pk105,Science et Arts
Dissertation sur l'inutilité de l'amputation des membres,spbk0003354,pk105,Science et Arts
Traité de la religion chrétienne,spbk0003355,pk106,Théologie
Lettre de Mr. de Voltaire à l'Académie française,spbk0003356,pk015,Belles-Lettres
Oeuvres de La Mettrie,spbk0003357,pk105,Science et Arts
Fausseté (la) des miracles,spbk0003358,pk106,Théologie
Lyre (la) gaillarde,spbk0003359,pk015,Belles-Lettres
"Voyage sentimental, par M. Sterne sous le nom d'Yorick",spbk0003360,pk015,Belles-Lettres
Recherches philosophiques sur les Egyptiens et les Chinois,spbk0003363,pk036,Histoire
Histoire des juifs et des peuples voisins,spbk0003364,pk036,Histoire
Commentaire historique sur les ouvres de l'auteur de La Henriade,spbk0003365,pk036,Histoire
Description des glacières,spbk0003369,pk105,Science et Arts
Argumens et réflexions sur les livres et sur les chapitres de la Sainte Bible,spbk0003371,pk106,Théologie
Correspondance de M. le marquis de Montalemebert,spbk0003372,pk036,Histoire
"Essai sur la vérité, la liberté, le souverain, la patrie, la religion, le bonheur",spbk0003373,pk036,Histoire
Thémidore,spbk0003376,pk015,Belles-Lettres
Journal du second voyage du Capitaine Cook,spbk0003380,pk036,Histoire
Etat militaire de France,spbk0003381,pk105,Science et Arts
Mémoires historiques et galans de l'Académie de ces dames et de ces messieurs,spbk0003382,pk015,Belles-Lettres
[Supplément à l'Encyclopédie],spbk0003383,pk105,Science et Arts
Voyage littéraire de la Grèce,spbk0003384,pk036,Histoire
Mêlanges de poésie et de prose,spbk0003385,pk015,Belles-Lettres
Homme (l') du monde,spbk0003386,pk015,Belles-Lettres
Histoire de la Corse et de ses révolutions,spbk0003387,pk036,Histoire
Lettres du comte de Chesterfield à son fils Philippe Stanhope,spbk0003389,pk105,Science et Arts
[Mémoires historiques et politiques],spbk0003392,pk114,Undetermined
Expériences et observations sur différentes espèces d'air,spbk0003393,pk105,Science et Arts
Histoire du royaume de Majorque,spbk0003395,pk036,Histoire
Mémoire sur les moyens de se garantir de la foudre dans les maisons,spbk0003396,pk105,Science et Arts
Egoïsme (l'),spbk0003398,pk015,Belles-Lettres
[Méthode des changes],spbk0003399,pk105,Science et Arts
Estampes [Voltaire],spbk0003400,pk105,Science et Arts
Journal et anecdotes intéressantes du voyage de Monsieur le comte de Falckenstein,spbk0003404,pk036,Histoire
Mémoires politiques et militaires pour servir à l'histoire de Louis XIV et de Louis XV,spbk0003407,pk036,Histoire
Estampes [Costume Suisse],spbk0003408,pk105,Science et Arts
Mémoires sur les sujets proposés pour le prix de l'Académie Royale de Chirurgie,spbk0003409,pk105,Science et Arts
Ecole de la cavalerie,spbk0003410,pk105,Science et Arts
Oeuvres de Chaulieu,spbk0003411,pk015,Belles-Lettres
Florello: histoire méridionale,spbk0003413,pk015,Belles-Lettres
Libertin (le) devenu vertueux,spbk0003414,pk015,Belles-Lettres
Aristide,spbk0003416,pk015,Belles-Lettres
Lettres de Stéphanie,spbk0003418,pk015,Belles-Lettres
"Lettre à l'auteur de l'""Éloge du chancelier de l'Hôpital""",spbk0003419,pk036,Histoire
Revolutions du Suède,spbk0003420,NA,NA
Vie (de la) et des actions d'Alexandre le Grand,spbk0003421,pk036,Histoire
Recherches sur l'indigénat helvétique de la Principauté de Neuchâtel et Vallangin,spbk0003422,pk036,Histoire
Histoire générale de Hongrie,spbk0003431,pk036,Histoire
Tableau de l'histoire générale des Provinces Unies,spbk0003432,pk036,Histoire
Compendium elementorum matheseos universae,spbk0003437,pk105,Science et Arts
Histoire du règne de Philippe II,spbk0003438,pk036,Histoire
Histoire de Miss West,spbk0003439,pk015,Belles-Lettres
Voyage au nord de l'Europe,spbk0003440,pk036,Histoire
[Philosophe aimable],spbk0003442,pk114,Undetermined
Portrait du Roi de Prusse,spbk0003443,pk105,Science et Arts
Mémoires du maréchal de Berwick,spbk0003444,pk105,Science et Arts
Malheurs (les) de l'amour,spbk0003445,pk015,Belles-Lettres
[Vues des chutes d'eau],spbk0003446,pk114,Undetermined
Histoire du grand Pompée,spbk0003449,pk036,Histoire
Grand (le) œuvre dévoilé,spbk0003450,pk105,Science et Arts
Voyages en différens pays de l'Europe,spbk0003451,pk036,Histoire
[Voyage de Londres à Genève],spbk0003452,pk036,Histoire
Anecdotes de l'Empire Romain,spbk0003454,pk036,Histoire
Abrégé de l'histoire de la Hollande,spbk0003456,pk036,Histoire
"Eloge de M. de Voltaire, par M. Palissot",spbk0003457,pk105,Science et Arts
"Indiscret (l'), ou les aventures parisiennes",spbk0003458,pk036,Histoire
Art (l') de s'amuser à la ville,spbk0003459,pk015,Belles-Lettres
Opuscules dramatiques,spbk0003460,pk015,Belles-Lettres
Recueil des loix constitutives des colonies angloises,spbk0003463,pk036,Histoire
Dialogue sur l'état-civil des protestans en France,spbk0003465,pk082,Jurisprudence
bon enfant,spbk0003467,NA,NA
[Abrégé historique de Pierre le Grand],spbk0003468,pk036,Histoire
[Déclarations aux Etats],spbk0003469,pk114,Undetermined
[Ordre de succession],spbk0003470,pk114,Undetermined
Poesie del Lorenzo De' Medici,spbk0003471,pk015,Belles-Lettres
[Secret (?) de Veker (?)],spbk0003472,pk114,Undetermined
"Noble (le), conte morale",spbk0003473,pk015,Belles-Lettres
Hannoverisches Magazin,spbk0003474,pk114,Undetermined
Oeuvres de Buffon,spbk0003478,pk105,Science et Arts
Geschichte der so berufenen Bulle In Coena Domini,spbk0003480,pk036,Histoire
Abrégé de la révolution de l'Amérique angloise,spbk0003483,pk036,Histoire
Manuel (le) des jeunes physiciens,spbk0003485,pk105,Science et Arts
Melancholia (de) et Morbis Melancholicis,spbk0003486,pk105,Science et Arts
Traité du soufre,spbk0003487,pk105,Science et Arts
Pneumato-pathologie,spbk0003488,pk105,Science et Arts
Dissertation sur la nature de l'esprit de nitre dulcifié,spbk0003489,pk105,Science et Arts
"Art de battre, écraser, piler, moudre et monder les grains avec de nouvelles machines",spbk0003490,pk105,Science et Arts
Relation abrégée d'un voyage fait dans l'intérieur de l'Amérique méridionale,spbk0003492,pk036,Histoire
Histoire de Dannemarc,spbk0003493,pk036,Histoire
Nouvelles observations sur l'Angleterre,spbk0003494,pk036,Histoire
Anecdotes pour servir à la vie de J. J. Rousseau,spbk0003499,pk036,Histoire
Nouveau traité des maladies des yeux,spbk0003500,pk105,Science et Arts
Extraits raisonnés des voyages,spbk0003501,pk036,Histoire
[Ferben neüe Beytrage],spbk0003503,pk114,Undetermined
[Nouvelles fables de Lagrithnie],spbk0003504,pk015,Belles-Lettres
Grand (le) Castriotto d’Albanie,spbk0003505,pk036,Histoire
[Färb n bleick],spbk0003506,pk114,Undetermined
[Archir sur ezickungen],spbk0003507,pk114,Undetermined
Estampes [Jaquet Droz],spbk0003510,pk105,Science et Arts
Instructions d'un père à ses enfans,spbk0003511,pk106,Théologie
Oeuvres complètes,spbk0003512,pk105,Science et Arts
Histoire des révolutions de Pologne,spbk0003513,pk036,Histoire
Observations sur la constitution militaire,spbk0003515,pk105,Science et Arts
Traité sur les maladies des yeux,spbk0003518,pk105,Science et Arts
Catéchisme de Heidelberg,spbk0003520,pk106,Théologie
Etrennes mignones curieuses et utiles,spbk0003521,pk036,Histoire
[Odes sacrées],spbk0003522,pk015,Belles-Lettres
Lettres de deux curés des Cevènes,spbk0003524,pk082,Jurisprudence
[Nathan Ins (?) uni (?)],spbk0003526,pk114,Undetermined
Triomphe de l'Intolérance,spbk0003534,pk015,Belles-Lettres
Correspondance d'un jeune militaire,spbk0003535,pk015,Belles-Lettres
"Sophie, ou la vocation forcée",spbk0003537,pk015,Belles-Lettres
Nouveaux contes orientaux,spbk0003538,pk015,Belles-Lettres
Philosophes (les) aventuriers,spbk0003539,pk015,Belles-Lettres
Praecepta diaetetica,spbk0003540,pk105,Science et Arts
Estampes [La Mort de Turenne],spbk0003543,pk105,Science et Arts
Voyage de Vienne à Belgrade et à Kilianova,spbk0003544,pk036,Histoire
[Commentaire sur la Bible],spbk0003545,pk106,Théologie
"Reflexions impartiales sur les conséquences qui doivent résulter, pour la Grande Bretagne, de l'indépendance des Amériquains",spbk0003546,pk036,Histoire
"Zoramis, roi de Crète",spbk0003547,pk015,Belles-Lettres
Abailard (l') supposé,spbk0003548,pk015,Belles-Lettres
"Roséïde, ou l'intrigant",spbk0003549,pk015,Belles-Lettres
[Ordonnance sur la librairie],spbk0003550,pk082,Jurisprudence
Lettres de Cécile à Julie,spbk0003551,pk015,Belles-Lettres
Sermons sur divers textes de l'Ecriture sainte,spbk0003557,pk106,Théologie
Dame (la) bienfaisante,spbk0003558,pk105,Science et Arts
Histoire de la littérature d'Italie,spbk0003560,pk015,Belles-Lettres
[Mémoire de Grazzin],spbk0003561,pk114,Undetermined
[Institutions pour les pauvres],spbk0003562,pk114,Undetermined
"Discours politiques, historiques et critiques sur quelques gouvernemens de l'Europe",spbk0003563,pk036,Histoire
Traité d'arithmétique,spbk0003564,pk105,Science et Arts
Remarques sur la musique et la danse,spbk0003565,pk105,Science et Arts
Sermons sur divers textes de l'Ecriture sainte [de Chatelain],spbk0003566,pk106,Théologie
Elémens de l'histoire d'Angleterre,spbk0003568,pk036,Histoire
Traité du droit naturel,spbk0003569,pk082,Jurisprudence
Science (la) ou les droits et les devoirs de l'homme,spbk0003570,pk082,Jurisprudence
Système complete d'eduction publique,spbk0003571,pk105,Science et Arts
Lettres physiques et morales sur les montagnes,spbk0003573,pk036,Histoire
Traité de la nature et du gouvernement de l'Église,spbk0003574,pk106,Théologie
"Législation (de la), ou principes des lois",spbk0003575,pk105,Science et Arts
Oeuvres de Boileau Despréaux,spbk0003576,pk015,Belles-Lettres
[Mémoires sur l'Angleterre],spbk0003577,pk114,Undetermined
Mémoires philosophiques du baron de ***,spbk0003579,pk015,Belles-Lettres
Toisé général du bâtiment,spbk0003580,pk105,Science et Arts
Alberti v. Haller Historia Stirpium,spbk0003581,pk105,Science et Arts
Bibliotheca chirurgica,spbk0003582,pk105,Science et Arts
[Bibliotheca medicina],spbk0003583,pk105,Science et Arts
Bibliotheca anatomica,spbk0003584,pk105,Science et Arts
Opuscula sua botanica,spbk0003586,pk105,Science et Arts
Alberti v. Haller ad viri illustris Antonii de Haen difficultates apologia,spbk0003587,pk105,Science et Arts
Lettres sur l'emprunt et l'impôt,spbk0003588,pk105,Science et Arts
Lettre de Mr. d'Alembert à Mr. Linguet,spbk0003589,pk036,Histoire
Considérations sur la liberté du commerce,spbk0003590,pk105,Science et Arts
Oeuvre de Jean Holbein,spbk0003592,pk105,Science et Arts
"Je ne sçais quoi, par je ne sçais qui",spbk0003593,pk015,Belles-Lettres
Eloge de milord Maréchal,spbk0003594,pk036,Histoire
Histoire romaine,spbk0003595,NA,NA
Pratique (la) des vertus chrétiennes,spbk0003596,pk106,Théologie
Recueil de prières,spbk0003597,pk106,Théologie
Manuel des malades,spbk0003598,pk106,Théologie
Mort (la) des justes,spbk0003601,pk106,Théologie
Dictionnaire du citoyen,spbk0003602,pk105,Science et Arts
Christianii Wolfii Philosophia rationalis sive logica,spbk0003603,pk105,Science et Arts
"Jus naturae, in usum auditorum",spbk0003604,pk082,Jurisprudence
Mémoires de Clarence Welldone,spbk0003608,pk015,Belles-Lettres
Art (l') du fabriquant d'étoffes de soie,spbk0003609,pk105,Science et Arts
Essai sur la manière de traiter les péripneumonies bilieuses,spbk0003612,pk105,Science et Arts
Recherches sur la cause des affections hypocondriaques,spbk0003613,pk105,Science et Arts
Essai sur l'art d'imiter les eaux minérales,spbk0003614,pk105,Science et Arts
[Mélanges de philosophie],spbk0003617,pk105,Science et Arts
Méprise (la) d'Arras,spbk0003618,pk082,Jurisprudence
[Observations sur l'agriculture],spbk0003619,pk105,Science et Arts
Discours au roi,spbk0003621,pk105,Science et Arts
Maçon (le) démasqué,spbk0003622,pk036,Histoire
Requête au roi sur la retraite de Mr. Necker,spbk0003624,pk105,Science et Arts
Mémoires sur les ? provinciale,spbk0003625,pk114,Undetermined
Nouvelles (les) découvertes des Russes,spbk0003626,pk036,Histoire
Lettre du marquis de Caraccioli à M. d'Alembert,spbk0003627,pk105,Science et Arts
Nuits (les) d'Young,spbk0003630,pk015,Belles-Lettres
Essai sur les mœurs et l'esprit des nations,spbk0003631,pk036,Histoire
Lettres d'un voyageur anglois,spbk0003632,pk036,Histoire
"Dictionnaire géographique, historique et politique de la Suisse",spbk0003633,pk036,Histoire
Jours (les),spbk0003634,pk105,Science et Arts
Magasin nouveau des jeunes demoiselles,spbk0003635,pk105,Science et Arts
Education morale,spbk0003636,pk105,Science et Arts
Exposé des motifs qui ont engagé sa majesté le roi de Prusse,spbk0003637,pk036,Histoire
"Essais, Michel Eyquem de Montaigne",spbk0003638,pk015,Belles-Lettres
Génération (la) de l'homme,spbk0003639,pk105,Science et Arts
Supplément à l'espion anglois,spbk0003645,pk036,Histoire
Prise (la) de Sainte Lucie,spbk0003646,pk015,Belles-Lettres
[Collection d'Aberly],spbk0003647,pk114,Undetermined
Traité des mines à l'usage des jeunes militaires,spbk0003651,pk105,Science et Arts
Thesaurus juris romani,spbk0003655,pk082,Jurisprudence
[Carte de la Suisse],spbk0003656,pk036,Histoire
Observations modestes d'un citoyen sur les opérations de finances de M. Necker,spbk0003658,pk105,Science et Arts
Plaidoyers et mémoires de Loyseau de Mauéon,spbk0003659,pk082,Jurisprudence
[Introduction à Gustave Adolphe],spbk0003660,pk036,Histoire
Handmaid (The) to the Arts,spbk0003661,pk105,Science et Arts
Essays concerning iron and steel,spbk0003662,pk105,Science et Arts
[Traité sur le inst de Math],spbk0003663,pk105,Science et Arts
Description d'une machine propre à diviser les lignes droites sur les instruments de mathématiques,spbk0003664,pk105,Science et Arts
[Nouvelle méthode d'extraire l'air corrompu hors des vaisseaux],spbk0003665,pk105,Science et Arts
A Treatise on Ship-Building and Navigation,spbk0003666,pk105,Science et Arts
Esprit (l') de la Ligue,spbk0003667,pk036,Histoire
[Lettres d'un ami],spbk0003668,pk114,Undetermined
Oeuvres de Linguet,spbk0003669,pk105,Science et Arts
Tombeaux (les),spbk0003675,pk015,Belles-Lettres
Morale des anciens philosophes,spbk0003677,pk105,Science et Arts
Oeuvres complettes de M. l'abbé de Voisenon,spbk0003679,pk015,Belles-Lettres
[Brochure de Fribourg],spbk0003680,pk114,Undetermined
Contemporaines (les),spbk0003681,pk015,Belles-Lettres
[Livre de poste],spbk0003683,pk114,Undetermined
[Toile cirée],spbk0003684,pk114,Undetermined
[Atlas],spbk0003685,pk036,Histoire
Géorgiques (les) de Virgile,spbk0003686,pk015,Belles-Lettres
Nouveau système typographique,spbk0003687,pk105,Science et Arts
Tableau historique et politique des révolutions de Genève,spbk0003692,pk036,Histoire
